Bride of the Gorilla;Curt Siodmak;Horror;Independent
Bright Victory;Mark Robson;Drama;Universal. Based on Lights Out by Baynard Kendrick
Buckaroo Sheriff of Texas;Philip Ford;Western;Republic
Bullfighter and the Lady;Budd Boetticher;Drama;Republic
Callaway Went Thataway;Melvin Frank, Norman Panama;Comedy;MGM. Also known as The Star Said No
Call Me Mister;Lloyd Bacon;Musical;20th Century Fox. Based on the Broadway show
Canyon Raiders;Lewis D. Collins;Western;Monogram
Captain Horatio Hornblower R.N.;Raoul Walsh;Adventure;Warner Bros. Based on Horatio Hornblower novels
Casa Manana;Jean Yarbrough;Musical;Monogram
Cattle Drive;Kurt Neumann;Western;Universal
Cattle Queen;Robert Emmett Tansey;Western;Eagle-Lion
Cause for Alarm!;Tay Garnett;Film noir;MGM
Cavalry Scout;Lesley Selander;Western;Monogram
Cave of Outlaws;William Castle;Western;Universal
Chain of Circumstance;Will Jason;Drama;Columbia
Chained for Life;Harry L. Fraser;Crime;Independent
Chicago Calling;John Reinhardt;Film noir;United Artists
China Corsair;Ray Nazarro;Adventure;Columbia
Close to My Heart;William Keighley;Drama;Warner Bros.
Colorado Ambush;Lewis D. Collins;Western;Monogram
Come Fill the Cup;Gordon Douglas;Drama;Warner Bros. Oscar nomination for Young
Comin' Round the Mountain;Charles Lamont;Comedy;Universal
The Company She Keeps;John Cromwell;Drama;RKO
Corky of Gasoline Alley;Edward Bernds;Comedy;Columbia
Crazy Over Horses;William Beaudine;Comedy;Monogram
Criminal Lawyer;Seymour Friedman;Film noir;Columbia
Crosswinds;Lewis R. Foster;Drama;Paramount
Cry Danger;Robert Parrish;Film noir;RKO
Cuban Fireball;William Beaudine;Musical;Republic
Cyclone Fury;Ray Nazarro;Western;Columbia
The Dakota Kid;Philip Ford;Western;Republic
Danger Zone;William Berke;Mystery;Lippert
Darling, How Could You!;Mitchell Leisen;Comedy;Paramount. Based on a play by James Barrie
David and Bathsheba;Henry King;Historical;20th Century Fox. From 2nd Old Testament book of Samuel
The Day the Earth Stood Still;Robert Wise;Science Fiction;20th Century Fox. Remade in 2008
Dear Brat;William A. Seiter;Comedy;Paramount
Death of a Salesman;László Benedek;Drama;Columbia. Based on Arthur Miller play
Decision Before Dawn;Anatole Litvak;War;20th Century Fox. From the novel Call It Treason
The Desert Fox;Henry Hathaway;Biographical;20th Century Fox. Based on the book Rommel
Desert of Lost Men;Harry Keller;Western;Republic
Detective Story;William Wyler;Film noir;Paramount. Based on Sidney Kingsley play
Dick Turpin's Ride;Ralph Murphy;Adventure;aka The Lady and the Bandit
Disc Jockey;Will Jason;Musical;Allied Artists
Distant Drums;Raoul Walsh;Western;Warner Bros.
Double Crossbones;Charles Barton;Adventure;Universal
Double Dynamite;Irving Cummings;Musical Comedy;RKO
Drums in the Deep South;William Cameron Menzies;Drama;RKO
Elephant Stampede;Ford Beebe;Adventure;Monogram
Elopement;Henry Koster;Comedy;20th Century Fox
The Enforcer;Bretaigne Windust;Film noir;"Warner Bros.; Based on the Murder, Inc. trials; Remake of 1976 film"
Excuse My Dust;Roy Rowland;Comedy;MGM
FBI Girl;William A. Berke;Film noir;Lippert Films
The Family Secret;Henry Levin;Drama;Columbia
Father's Little Dividend;Vincente Minnelli;Comedy;MGM. Sequel to Father of the Bride
Father Takes the Air;Frank McDonald;Comedy;Monogram
The Fat Man;William Castle;Film noir;Universal
Fighting Coast Guard;Joseph Kane;Action;Republic
The Fighting Seventh;Charles Marquis Warren;Western;Lippert Films
Fingerprints Don't Lie;Sam Newfield;Crime;Lippert
The First Legion;Douglas Sirk;Drama;United Artists
Five;Arch Oboler;Drama;Columbia
Fixed Bayonets!;Samuel Fuller;War;20th Century Fox
Flame of Araby;Charles Lamont;Adventure;Universal
Flame of Stamboul;Ray Nazarro;Thriller;Columbia
Flight to Mars;Lesley Selander;Science Fiction;Monogram
Flying Leathernecks;Nicholas Ray;Action;RKO
Follow the Sun;Sidney Lanfield;Biographical;20th Century Fox. Based on life of Ben Hogan
Footlight Varieties;Hal Yates;Musical;RKO
Force of Arms;Michael Curtiz;War;Warner Bros.
Fort Defiance;John Rawlins;Western;United Artists
Fort Dodge Stampede;Harry Keller;Western;Republic
Fort Savage Raiders;Ray Nazarro;Western;Columbia
Fort Worth;Edwin L. Marin;Western;Warner Bros.
Fourteen Hours;Henry Hathaway;Drama;20th Century Fox. Based on a story by Joel Sayre
Francis Goes to the Races;Arthur Lubin;Comedy;"Universal; sequel to 1950 film"
The Frogmen;Lloyd Bacon;War;20th Century Fox. First film about scuba diving
Fury of the Congo;William Berke;Adventure;Columbia
Gambling House;Ted Tetzlaff;Film noir;RKO
Gasoline Alley;Edward Bernds;Comedy;Columbia
Gene Autry and the Mounties;John English;Western;Columbia
Ghost Chasers;William Beaudine;Comedy;Monogram
G.I. Jane;Reginald Le Borg;Musical;Lippert
The Girl on the Bridge;Hugo Haas;Drama;20th Century Fox
Go for Broke!;Robert Pirosh;War;MGM
Gold Raiders;Edward Bernds;Western comedy;United Artists
Golden Girl;Lloyd Bacon;Musical;20th Century Fox
The Golden Horde;George Sherman;Historical;Universal
Goodbye, My Fancy;Vincent Sherman;Romantic comedy;Warner Bros. Based on 1948 play
The Great Caruso;Richard Thorpe;Biographical;MGM. Based on life of Enrico Caruso
The Great Missouri Raid;Gordon Douglas;Western;Paramount
The Groom Wore Spurs;Richard Whorf;Comedy;Universal
Grounds for Marriage;Robert Z. Leonard;Romantic comedy;MGM
Gunplay;Lesley Selander;Western;RKO
The Guy Who Came Back;Joseph M. Newman;Drama;20th Century Fox
Half Angel;Richard Sale;Comedy;20th Century Fox
Halls of Montezuma;Lewis Milestone;War;20th Century Fox
Hard, Fast and Beautiful;Ida Lupino;Sports drama;RKO
The Harlem Globetrotters;Phil Brown;Sports;Columbia
Havana Rose;William Beaudine;Musical comedy;Republic
He Ran All the Way;John Berry;Film noir;United Artists. Garfield's last film
Heart of the Rockies;William Witney;Western;Republic
Her First Romance;Seymour Friedman;Drama;Columbia
Here Comes the Groom;Frank Capra;Musical;Paramount
The Highwayman;Lesley Selander;Drama;Monogram. Based on Alfred Noyes poem
The Hills of Utah;John English;Western;Columbia
His Kind of Woman;John Farrow, Richard Fleischer;Film noir;RKO. Howard Hughes production
Hollywood Story;William Castle;Crime drama;Universal
Home Town Story;Arthur Pierson;Drama;MGM. Marilyn Monroe in brief role
Honeychile;R.G. Springsteen;Comedy;Republic
Hong Kong;Lewis R. Foster;Drama;Paramount
The Hoodlum;Max Nosseck;Crime drama;Eagle-Lion
Hot Lead;Stuart Gilmore;Western;RKO
The House on Telegraph Hill;Robert Wise;Film noir;20th Century Fox
Hunt the Man Down;George Archainbaud;Drama;RKO
Hurricane Island;Lew Landers;Adventure;Columbia
I Can Get It for You Wholesale;Michael Gordon;Romance;20th Century Fox. Based on a play by Jerome Weidman
I'd Climb the Highest Mountain;Henry King;Drama;20th Century Fox
I Want You;Mark Robson;Romance;RKO
I Was an American Spy;Lesley Selander;Suspense;Allied Artists
I Was a Communist for the FBI;Gordon Douglas;Film noir;Warner Bros.
I'll Get You for This;Joseph Newman;Crime;20th Century Fox
I'll Never Forget You;Roy Ward Baker;Drama;20th Century Fox
I'll See You in My Dreams;Michael Curtiz;Biographical;Warner Bros. Based on life of Gus Kahn
In Old Amarillo;William Witney;Western;Republic
Inside Straight;Gerald Mayer;Drama;MGM
Inside the Walls of Folsom Prison;Crane Wilbur;Drama;Warner Bros.
Insurance Investigator;George Blair;Suspense;Republic
Iron Man;Joseph Pevney;Film noir;"Universal; Remake of 1931 film"
It's a Big Country;Clarence BrownJohn SturgesCharles VidorWilliam Wellman;Drama;MGM, anthology film
Jim Thorpe – All-American;Michael Curtiz;Biographical;Warner Bros. Star of 1912 Olympic Games
Joe Palooka in Triple Cross;Reginald Le Borg;Comedy;Monogram
Journey into Light;Stuart Heisler;Drama;20th Century Fox
Jungle Manhunt;Lew Landers;Adventure;Columbia
Katie Did It;Frederick De Cordova;Comedy;Universal
Kentucky Jubilee;Ron Ormond;Musical;Lippert
The Kid from Amarillo;Ray Nazarro;Western;Columbia
Kind Lady;John Sturges;Drama;MGM. Remake of 1935 film
Korea Patrol;Max Nosseck;War;Lippert
The Lady from Boston;Bernard Vorhaus;Comedy;United Artists. Co-production with France
The Lady from Texas;Joseph Pevney;Comedy western;Universal
The Lady Pays Off;Douglas Sirk;Drama;Universal
Law of the Badlands;Lesley Selander;Western;RKO
The Law and the Lady;Edwin H. Knopf;Comedy;MGM. Based on The Last of Mrs. Cheyney
Lawless Cowboys;Lewis D. Collins;Western;Monogram
The Last Outpost;Lewis R. Foster;Western;"Paramount; Remake of 1935 film"
Leave It to the Marines;Sam Newfield;Comedy;Lippert
The Lemon Drop Kid;Sidney Lanfield;Comedy;"Paramount. Remake of 1934 film; Introduced the song ""Silver Bells"""
Let's Go Navy!;William Beaudine;Comedy;Monogram
Let's Make It Legal;Richard Sale;Comedy;20th Century Fox
The Light Touch;Richard Brooks;Crime;MGM
Lightning Strikes Twice;King Vidor;Drama;Warner Bros.
The Lion Hunters;Ford Beebe;Adventure;Monogram
Little Big Horn;Charles Marquis Warren;Western;Lippert Pictures
Little Egypt;Frederick de Cordova;Biography;Universal
The Longhorn;Lewis D. Collins;Western;Monogram
Lorna Doone;Phil Karlson;Adventure;Columbia
Lost Continent;Sam Newfield;Sci-fi;Lippert
Love Nest;Joseph Newman;Drama;20th Century Fox
Lullaby of Broadway;David Butler;Musical;Warner Bros.
M;Joseph Losey;Film noir;"Columbia; Remake of 1931 film"
Ma and Pa Kettle Back on the Farm;Edward Sedgwick;Comedy;Universal. 3rd of a series
The Magic Carpet;Lew Landers;Adventure;Columbia
The Magic Face;Frank Tuttle;War drama;Columbia
The Magnificent Yankee;John Sturges;Biographical;MGM. Based on life of Oliver Wendell Holmes Jr.
The Man from Planet X;Edgar G. Ulmer;Sci-fi;United Artists
Man from Sonora;Lewis D. Collins;Western;Monogram
Man in the Saddle;Andre DeToth;Western;Columbia
The Man with My Face;Edward Montagne;Film noir;United Artists.
The Man with a Cloak;Fletcher Markle;Drama;MGM. Based on the short story The Gentleman from Paris
The Mark of the Renegade;Hugo Fregonese;Adventure;Universal
Mask of the Avenger;Phil Karlson;Drama;Columbia
Mask of the Dragon;Sam Newfield;Crime;Lippert
The Mating Season;Mitchell Leisen;Comedy;Paramount
Meet Me After the Show;Richard Sale;Musical;20th Century Fox
Million Dollar Pursuit;R. G. Springsteen;Crime;Republic
A Millionaire for Christy;George Marshall;Comedy;20th Century Fox
Missing Women;Philip Ford;Crime;Republic
The Mob;Robert Parrish;Film noir;Columbia
The Model and the Marriage Broker;George Cukor;Comedy;20th Century Fox
Montana Desperado;Wallace Fox;Western;Monogram
Mr. Belvedere Rings the Bell;Henry Koster;Comedy;20th Century Fox
Mr. Imperium;Don Hartman;Romance;MGM
Mr. Universe;Joseph Lerner;Comedy;Eagle-Lion
My Favorite Spy;Norman Z. McLeod;Comedy;Paramount
My Forbidden Past;Robert Stevenson;Drama;RKO
My Outlaw Brother;Elliott Nugent;Western;Eagle-Lion
My True Story;Mickey Rooney;Crime;Columbia
Navy Bound;Paul Landres;Drama;Monogram
Nevada Badmen;Lewis D. Collins;Western;Monogram
Never Trust a Gambler;Ralph Murphy;Film noir;Columbia
New Mexico;Irving Reis;Western;United Artists
Night into Morning;Fletcher Markle;Drama;MGM
Night Riders of Montana;Fred C. Brannon;Western;Republic
No Questions Asked;Harold F. Kress;Crime;MGM
Northwest Territory;Frank McDonald;Western;Monogram
Oh! Susanna;Joseph Kane;Western;Republic
Oklahoma Justice;Lewis D. Collins;Western;Monogram
On Dangerous Ground;Nicholas Ray;Film Noir;RKO
On the Loose;Charles Lederer;Drama;RKO
On Moonlight Bay;Roy Del Ruth;Musical;"Warner Bros.; followed by By the Light of the Silvery Moon"
On the Riviera;Walter Lang;Musical;20th Century Fox. Based on the play The Red Cat
Only the Valiant;Gordon Douglas;Western;Warner Bros.
Operation Pacific;George Waggner;War;Warner Bros.
Overland Telegraph;Lesley Selander;Western;RKO
The Painted Hills;Harold F. Kress;Family;MGM
Painting the Clouds with Sunshine;David Butler;Musical;Warner Bros. Remake of Gold Diggers of 1933
Pals of the Golden West;William Witney;Western;Republic
Pandora and the Flying Dutchman;Albert Lewin;Drama;MGM
Passage West;Lewis R. Foster;Western;Paramount
Payment on Demand;Curtis Bernhardt;Drama;RKO. Originally titled The Story of a Divorce
Pecos River;Fred F. Sears;Western;Columbia
Peking Express;William Dieterle;Adventure;Paramount. Second remake of Shanghai Express
The People Against O'Hara;John Sturges;Film noir;MGM
People Will Talk;Joseph L. Mankiewicz;Romantic comedy;20th Century Fox. Based on a play by Curt Goetz
Pickup;Hugo Haas;Film noir;Columbia
Pier 23;William Berke;Crime comedy;Lippert
Pistol Harvest;Lesley Selander;Western;RKO
A Place in the Sun;George Stevens;Drama;"Paramount. Based on a book by Theodore Dreiser; won 6 Academy Awards"
Prairie Roundup;Fred F. Sears;Western;Columbia
Pride of Maryland;Philip Ford;Drama;Republic
The Prince Who Was a Thief;Rudolph Mate;Adventure;Universal
The Prowler;Joseph Losey;Film Noir;United Artists
Purple Heart Diary;Richard Quine;Drama;Columbia
Quebec;George Templeton;Historical Drama;Paramount
Quo Vadis;Mervyn LeRoy;Historical Epic;"MGM; based on the novel; 8 Oscar nominations; Golden Globe won by Ustinov"
Queen for a Day;Arthur Lubin;Comedy;United Artists
The Racket;John Cromwell;Film Noir;RKO. Remake of the 1928 film
The Raging Tide;George Sherman;Film noir;Universal
Raton Pass;Edwin L. Marin;Western;Warner Bros.
Rawhide;Henry Hathaway;Western;"20th Century Fox; Became TV series"
The Red Badge of Courage;John Huston;War;MGM. Based on Stephen Crane novel
The Redhead and the Cowboy;Leslie Fenton;Western;Paramount
Red Mountain;William Dieterle;Western;Paramount
Reunion in Reno;Kurt Neumann;Drama;Universal
Rhubarb;Arthur Lubin;Comedy;Paramount. Based on H. Allen Smith book
Rhythm Inn;Paul Landres;Musical;Monogram
Rich, Young and Pretty;Norman Taurog;Musical;MGM
Ridin' the Outlaw Trail;Fred F. Sears;Western;Columbia
The River;Jean Renoir;Romance;United Artists
Roadblock;Harold Daniels;Film noir;RKO
Roaring City;William Berke;Crime;Lippert
Rodeo King and the Senorita;Philip Ford;Western;Republic
Rogue River;John Rawlins;Thriller;Eagle-Lion
Rough Riders of Durango;Fred C. Brannon;Western;Republic
Royal Wedding;Stanley Donen;Musical;"MGM; Donen's first solo film"
Saddle Legion;Lesley Selander;Western;RKO
Santa Fe;Irving Pichel;Western;Columbia
Saturday's Hero;David Miller;Sports drama;Columbia
Savage Drums;William Berke;Adventure;Lippert
The Scarf;Ewald Andre Dupont;Drama;United Artists
The Sea Hornet;Joseph Kane;Action;Republic
Sealed Cargo;Alfred L. Werker;War drama;RKO
The Secret of Convict Lake;Michael Gordon;Western;20th Century Fox
Secrets of Monte Carlo;George Blair;Crime;Republic
Show Boat;George Sidney;Musical;"MGM. Based on novel by Edna Ferber; remake of 1936 film"
Silver Canyon;John English;Western;Columbia
Silver City;Byron Haskin;Western;Paramount
Silver City Bonanza;George Blair;Western;Republic
Sirocco;Curtis Bernhardt;Film noir;Columbia. Based on novel Coup de Grace
Skipalong Rosenbloom;Sam Newfield;Western;United Artists
Sky High;Sam Newfield;Comedy;Lippert
Slaughter Trail;Irving Allen;Western;RKO
Smuggler's Gold;William Berke;Adventure;Columbia
Smuggler's Island;Edward Ludwig;Drama;Universal
Snake River Desperadoes;Fred F. Sears;Western;Columbia
Soldiers Three;Tay Garnett;Adventure;MGM
The Son of Dr. Jekyll;Seymour Friedman;Suspense;Columbia
South of Caliente;William Witney;Western;Republic
Spoilers of the Plains;William Witney;Western;Republic
St. Benny the Dip;Edgar G. Ulmer;Comedy;United Artists
Stage to Blue River;Lewis D. Collins;Western;Monogram
Stagecoach Driver;Lewis D. Collins;Western;Monogram
Starlift;Roy Del Ruth;Musical;Warner Bros.
The Steel Helmet;Samuel Fuller;War;Lippert
Stop That Cab;Eugenio de Liguoro;Comedy crime;Lippert
Storm Warning;Stuart Heisler;Thriller;Warner Bros.
The Strange Door;Joseph Pevney;Period drama;Universal
Strangers on a Train;Alfred Hitchcock;Suspense;"Warner Bros.; based on Patricia Highsmith novel"
A Streetcar Named Desire;Elia Kazan;Drama;"Warner Bros. written by Tennessee Williams; Oscars for Leigh, Malden, Hunter"
Street Bandits;R. G. Springsteen;Crime;Republic
Strictly Dishonorable;Melvin Frank;Romantic comedy;MGM
The Strip;László Kardos;Musical;MGM
Stronghold;Steve Sekely;Drama;Lippert
Submarine Command;John Farrow;War;Paramount
Sugarfoot;Edwin L. Marin;Western;Warner Bros.
Sunny Side of the Street;Richard Quine;Comedy;Columbia
Superman and the Mole Men;Lee Sholem;Action;Lippert. Based on DC Comics character
The Sword of Monte Cristo;Maurice Geraghty;Adventure;20th Century Fox
Take Care of My Little Girl;Jean Negulesco;Drama;20th Century Fox
Tales of Robin Hood;James Tinling;Adventure;Lippert
The Tall Target;Anthony Mann;Thriller;MGM
The Tanks are Coming;D. Ross Lederman;War;Warner Bros.
Target Unknown;George Sherman;War;Universal
The Tartars;Richard Thorpe;Adventure;
Tarzan's Peril;Byron Haskin;Adventure;"RKO; one of Tarzan series"
Ten Tall Men;Willis Goldbeck;Adventure;Columbia
Teresa;Fred Zinnemann;Drama;MGM
Texans Never Cry;Frank McDonald;Western;Columbia
Texas Carnival;Charles Walters;Musical comedy;MGM
Texas Lawmen;Lewis D. Collins;Western;Monogram
The Texas Rangers;Phil Karlson;Western;"Columbia; Remake of 1936 film"
That's My Boy;Hal Walker;Comedy;Paramount
The Thing from Another World;Howard Hawks;Science fiction;RKO. Remade in 1982 as The Thing
Three Desperate Men;Sam Newfield;Western;Lippert
Three Guys Named Mike;Charles Walters;Drama;MGM
Three Husbands;Irving Reis;Comedy;United Artists
Three Steps North;W. Lee Wilder;Crime;United Artists
Thunder in God's Country;George Blair;Western;Republic
Thunder on the Hill;Douglas Sirk;Film noir;Universal
The Thundering Trail;Ron Ormond;Western;Realart
Tokyo File 212;Dorrell, Stuart McGowan;Espionage;RKO. First Hollywood film entirely filmed in Japan[1]
Tomahawk;George Sherman;Western;Universal
Tomorrow Is Another Day;Felix Feist;Drama;Warner Bros.
Too Young to Kiss;Robert Z. Leonard;Comedy;MGM. Golden Globe for Allyson
Two-Dollar Bettor;Edward L. Cahn;Film noir;Realart
Two Gals and a Guy;Alfred E. Green;Comedy;United Artists
Two Lost Worlds;Norman Dawn;Sci-fi;Eagle-Lion
Two of a Kind;Henry Levin;Film noir;"Columbia; Remake of 1983 film"
Two Tickets to Broadway;James V. Kern;Musical;RKO
The Unknown Man;Richard Thorpe;Drama;MGM
Unknown World;Terry O. Morse;Sci-fi;Lippert
Up Front;Alexander Hall;Comedy;Universal
Utah Wagon Train;Philip Ford;Western;Republic
Valentino;Lewis Allen;Adventure;Columbia
Valley of Fire;John English;Western;Columbia
